1.000000000000000000e+00,5.017722539553404193e-02,-2.899645549208932138e+00
1.000000000000000000e+00,5.458287088411359900e-01,-1.908342582317728020e+00
1.000000000000000000e+00,8.546540306970118461e-02,-2.829069193860597409e+00
1.000000000000000000e+00,1.386802148337028529e-01,-2.722639570332594516e+00
1.000000000000000000e+00,6.385817165700529152e-01,-1.722836566859894170e+00
1.000000000000000000e+00,5.313135932697876651e-02,-2.893737281346042245e+00
1.000000000000000000e+00,8.568182351421593790e-01,-1.286363529715681242e+00
1.000000000000000000e+00,6.040079308567927185e-01,-1.791984138286414563e+00
1.000000000000000000e+00,4.759462331366925980e-02,-2.904810753372661480e+00
1.000000000000000000e+00,7.200611047490046435e-02,-2.855987779050199293e+00
1.000000000000000000e+00,8.219799631280100272e-01,-1.356040073743979946e+00
1.000000000000000000e+00,9.998108954826606665e-01,-1.000378209034678667e+00
1.000000000000000000e+00,6.849458719352519154e-01,-1.630108256129496169e+00
1.000000000000000000e+00,9.948776340870735257e-02,-2.801024473182585517e+00
1.000000000000000000e+00,9.674105402566131051e-01,-1.065178919486773790e+00
1.000000000000000000e+00,5.586237113231984353e-01,-1.882752577353603129e+00
1.000000000000000000e+00,7.578441682063706830e-01,-1.484311663587258634e+00
1.000000000000000000e+00,9.735637504493244165e-01,-1.052872499101351167e+00
1.000000000000000000e+00,8.471125071387058947e-01,-1.305774985722588211e+00
1.000000000000000000e+00,7.292143325719613323e-02,-2.854157133485607734e+00
1.000000000000000000e+00,1.310098819329024167e-01,-2.737980236134195167e+00
1.000000000000000000e+00,8.637759460270905132e-01,-1.272448107945818974e+00
1.000000000000000000e+00,2.891978322159856063e-01,-2.421604335568028787e+00
1.000000000000000000e+00,8.430609972122405926e-01,-1.313878005575518815e+00
1.000000000000000000e+00,6.797181537411668417e-01,-1.640563692517666317e+00
1.000000000000000000e+00,4.285696027123762075e-01,-2.142860794575247585e+00
1.000000000000000000e+00,3.185763476187785104e-01,-2.362847304762443201e+00
1.000000000000000000e+00,7.633115338120515236e-01,-1.473376932375896953e+00
1.000000000000000000e+00,2.547601907962112611e-01,-2.490479618407577256e+00
1.000000000000000000e+00,5.941667598469310141e-01,-1.811666480306137972e+00
1.000000000000000000e+00,9.764991937276732425e-01,-1.047001612544653515e+00
1.000000000000000000e+00,7.691634845172999890e-01,-1.461673030965400022e+00
1.000000000000000000e+00,3.115706029116626086e-01,-2.376858794176675005e+00
1.000000000000000000e+00,3.251215309010635490e-02,-2.934975693819787068e+00
1.000000000000000000e+00,6.882800857954706197e-01,-1.623439828409058761e+00
1.000000000000000000e+00,9.504002019887347608e-01,-1.099199596022530478e+00
1.000000000000000000e+00,8.664410185000714915e-02,-2.826711796299985480e+00
1.000000000000000000e+00,5.661847692438026769e-01,-1.867630461512394646e+00
1.000000000000000000e+00,9.064334183519004995e-01,-1.187133163296199001e+00
1.000000000000000000e+00,5.773580784807574862e-01,-1.845283843038485028e+00
1.000000000000000000e+00,6.136029674237077902e-01,-1.772794065152584420e+00
1.000000000000000000e+00,1.695381018151967956e-01,-2.660923796369606187e+00
1.000000000000000000e+00,1.656924541598411293e-01,-2.668615091680317519e+00
1.000000000000000000e+00,9.164509387636891047e-01,-1.167098122472621791e+00
1.000000000000000000e+00,1.313107206605043098e-01,-2.737378558678991602e+00
1.000000000000000000e+00,2.387163278590420656e-01,-2.522567344281915869e+00
1.000000000000000000e+00,7.165331848833053074e-01,-1.566933630233389385e+00
1.000000000000000000e+00,4.896534149100268962e-01,-2.020693170179946208e+00
1.000000000000000000e+00,6.039594316862064716e-01,-1.792081136627587057e+00
1.000000000000000000e+00,1.381529439580149177e-01,-2.723694112083970165e+00
1.000000000000000000e+00,9.353121951583327487e-01,-1.129375609683334503e+00
1.000000000000000000e+00,4.464152484002981147e-01,-2.107169503199403771e+00
